player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,nba_player_id,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,standard_line,deviation_level,image_url,player_1,player_2,team_1,team_2,id_status,OPP_PTS,OPP_FGA,OPP_FGM,OPP_FG3A,OPP_FG3M,OPP_FTA,OPP_TOV,OPP_2PA,OPP_2PM,OPP_2PTS,OPP_PTS_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FGA_RANK,OPP_FGM_RANK,OPP_2PA_RANK,OPP_2PM_RANK,OPP_2PTS_RANK,OPP_FTA_RANK,OPP_TOV_FORCED_RANK,OVERALL_DEF_SCORE,OVERALL_DEF_RANK,DEF_TIER,opp_team_1,opp_team_2,OPP_PTS_DEF_1,OPP_FGA_DEF_1,OPP_FGM_DEF_1,OPP_FG3A_DEF_1,OPP_FG3M_DEF_1,OPP_FTA_DEF_1,OPP_TOV_DEF_1,OPP_2PA_DEF_1,OPP_2PM_DEF_1,OPP_2PTS_DEF_1,OPP_PTS_RANK_DEF_1,OPP_FG3M_RANK_DEF_1,OPP_FG3A_RANK_DEF_1,OPP_FGA_RANK_DEF_1,OPP_FGM_RANK_DEF_1,OPP_2PA_RANK_DEF_1,OPP_2PM_RANK_DEF_1,OPP_2PTS_RANK_DEF_1,OPP_FTA_RANK_DEF_1,OPP_TOV_FORCED_RANK_DEF_1,OVERALL_DEF_SCORE_DEF_1,OVERALL_DEF_RANK_DEF_1,DEF_TIER_DEF_1,OPP_PTS_DEF_2,OPP_FGA_DEF_2,OPP_FGM_DEF_2,OPP_FG3A_DEF_2,OPP_FG3M_DEF_2,OPP_FTA_DEF_2,OPP_TOV_DEF_2,OPP_2PA_DEF_2,OPP_2PM_DEF_2,OPP_2PTS_DEF_2,OPP_PTS_RANK_DEF_2,OPP_FG3M_RANK_DEF_2,OPP_FG3A_RANK_DEF_2,OPP_FGA_RANK_DEF_2,OPP_FGM_RANK_DEF_2,OPP_2PA_RANK_DEF_2,OPP_2PM_RANK_DEF_2,OPP_2PTS_RANK_DEF_2,OPP_FTA_RANK_DEF_2,OPP_TOV_FORCED_RANK_DEF_2,OVERALL_DEF_SCORE_DEF_2,OVERALL_DEF_RANK_DEF_2,DEF_TIER_DEF_2,is_combo_player,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,min_last5_avg
De'Anthony Melton,G,GSW,CHI,15.5,Points,pts,Goblin,1629001,10460599,10460599,217540,134938,2026-03-10T22:00:00.000-04:00,,,17.5,1,https://static.prizepicks.com/images/players/NBA/De'Anthony_Melton_NBA_player_RnS4xc5JnaUejenuOXgRZ2yC.webp,,,,,OK,120.6,92.9,44.5,37.3,14.0,22.9,12.6,55.60000000000001,30.5,61.0,27,24,18,28,29,28,26,26,12,28,25.763440860215052,28,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Josh Giddey,G,CHI,GSW,15.5,Rebs+Asts,ra,Goblin,1630581,10460870,10460870,216747,134938,2026-03-10T22:00:00.000-04:00,,,16.5,1,https://static.prizepicks.com/images/players/NBA/Josh_Giddey_NBA_player_Eo2a2f7DY9A2ZP7U05U3zq8h.webp,,,,,OK,113.7,88.5,41.7,35.6,12.5,22.2,16.1,52.9,29.200000000000003,58.400000000000006,10,7,7,13,13,17,20,20,5,4,11.827956989247312,10,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Al Horford,C-F,GSW,CHI,15.5,Pts+Rebs,pr,Goblin,201143,10461640,10461640,269529,134938,2026-03-10T22:00:00.000-04:00,,,17.5,1,https://static.prizepicks.com/images/manual/Al Horford.png,,,,,OK,120.6,92.9,44.5,37.3,14.0,22.9,12.6,55.60000000000001,30.5,61.0,27,24,18,28,29,28,26,26,12,28,25.763440860215052,28,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Collin Sexton,G,CHI,GSW,15.5,Points,pts,Goblin,1629012,10461645,10461645,299406,134938,2026-03-10T22:00:00.000-04:00,,,17.5,1,https://static.prizepicks.com/images/manual/Collin_Sexton.png,,,,,OK,113.7,88.5,41.7,35.6,12.5,22.2,16.1,52.9,29.200000000000003,58.400000000000006,10,7,7,13,13,17,20,20,5,4,11.827956989247312,10,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Kristaps Porziņģis,F-C,GSW,CHI,15.5,Pts+Rebs,pr,Goblin,204001,10461658,10461658,300935,134938,2026-03-10T22:00:00.000-04:00,,,16.5,1,https://static.prizepicks.com/images/manual/Kristaps_PorziņģisGSW.png,,,,,OK,120.6,92.9,44.5,37.3,14.0,22.9,12.6,55.60000000000001,30.5,61.0,27,24,18,28,29,28,26,26,12,28,25.763440860215052,28,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Guerschon Yabusele,F,CHI,GSW,14.5,Pts+Rebs,pr,Standard,1627824,10458582,10458582,299503,134938,2026-03-10T22:00:00.000-04:00,,,14.5,0,https://static.prizepicks.com/images/manual/Guerschon_Yabusele.png,,,,,OK,113.7,88.5,41.7,35.6,12.5,22.2,16.1,52.9,29.200000000000003,58.400000000000006,10,7,7,13,13,17,20,20,5,4,11.827956989247312,10,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Guerschon Yabusele,F,CHI,GSW,14.5,Points,pts,Demon,1627824,10458745,10458745,299503,134938,2026-03-10T22:00:00.000-04:00,,,8.5,1,https://static.prizepicks.com/images/manual/Guerschon_Yabusele.png,,,,,OK,113.7,88.5,41.7,35.6,12.5,22.2,16.1,52.9,29.200000000000003,58.400000000000006,10,7,7,13,13,17,20,20,5,4,11.827956989247312,10,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Isaac Okoro,F-G,CHI,GSW,14.5,Points,pts,Demon,1630171,10458752,10458752,272049,134938,2026-03-10T22:00:00.000-04:00,,,9.5,3,https://static.prizepicks.com/images/players/NBA/Isaac_Okoro_NBA_player_mrucs4tBL5qYvRDMjqVl4YYY.webp,,,,,OK,113.7,88.5,41.7,35.6,12.5,22.2,16.1,52.9,29.200000000000003,58.400000000000006,10,7,7,13,13,17,20,20,5,4,11.827956989247312,10,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Jalen Smith,F-C,CHI,GSW,14.5,Points,pts,Demon,1630188,10458759,10458759,217498,134938,2026-03-10T22:00:00.000-04:00,,,9.5,3,https://static.prizepicks.com/images/players/NBA/Jalen_Smith_NBA_player_liqSG2CR4TYkKwxfxO3uVIBh.webp,,,,,OK,113.7,88.5,41.7,35.6,12.5,22.2,16.1,52.9,29.200000000000003,58.400000000000006,10,7,7,13,13,17,20,20,5,4,11.827956989247312,10,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Josh Giddey,G,CHI,GSW,14.5,Points,pts,Goblin,1630581,10458767,10458767,216747,134938,2026-03-10T22:00:00.000-04:00,,,17.5,3,https://static.prizepicks.com/images/players/NBA/Josh_Giddey_NBA_player_Eo2a2f7DY9A2ZP7U05U3zq8h.webp,,,,,OK,113.7,88.5,41.7,35.6,12.5,22.2,16.1,52.9,29.200000000000003,58.400000000000006,10,7,7,13,13,17,20,20,5,4,11.827956989247312,10,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Matas Buzelis,F,CHI,GSW,14.5,Points,pts,Goblin,1641824,10458773,10458773,221319,134938,2026-03-10T22:00:00.000-04:00,,,17.5,3,https://static.prizepicks.com/images/players/NBA/Matas_Buzelis_NBA_player_XvNO17DQRNhYtRc2NCRX2D0O.webp,,,,,OK,113.7,88.5,41.7,35.6,12.5,22.2,16.1,52.9,29.200000000000003,58.400000000000006,10,7,7,13,13,17,20,20,5,4,11.827956989247312,10,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Tre Jones,G,CHI,GSW,14.5,Points,pts,Demon,1630200,10458777,10458777,227986,134938,2026-03-10T22:00:00.000-04:00,,,13.5,1,https://static.prizepicks.com/images/players/NBA/Tre_Jones_NBA_player_MKctZe7p9MBZTGzAv3GBDkxs.webp,,,,,OK,113.7,88.5,41.7,35.6,12.5,22.2,16.1,52.9,29.200000000000003,58.400000000000006,10,7,7,13,13,17,20,20,5,4,11.827956989247312,10,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Al Horford,C-F,GSW,CHI,14.5,Points,pts,Demon,201143,10459001,10459001,269529,134938,2026-03-10T22:00:00.000-04:00,,,10.5,2,https://static.prizepicks.com/images/manual/Al Horford.png,,,,,OK,120.6,92.9,44.5,37.3,14.0,22.9,12.6,55.60000000000001,30.5,61.0,27,24,18,28,29,28,26,26,12,28,25.763440860215052,28,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Brandin Podziemski,G,GSW,CHI,14.5,Points,pts,Goblin,1641764,10459013,10459013,173745,134938,2026-03-10T22:00:00.000-04:00,,,17.5,3,https://static.prizepicks.com/images/players/NBA/Brandin_Podziemski_NBA_player_xulwA1dAXTbxo9PLVFXHRYB6.webp,,,,,OK,120.6,92.9,44.5,37.3,14.0,22.9,12.6,55.60000000000001,30.5,61.0,27,24,18,28,29,28,26,26,12,28,25.763440860215052,28,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
De'Anthony Melton,G,GSW,CHI,14.5,Points,pts,Goblin,1629001,10459030,10459030,217540,134938,2026-03-10T22:00:00.000-04:00,,,17.5,2,https://static.prizepicks.com/images/players/NBA/De'Anthony_Melton_NBA_player_RnS4xc5JnaUejenuOXgRZ2yC.webp,,,,,OK,120.6,92.9,44.5,37.3,14.0,22.9,12.6,55.60000000000001,30.5,61.0,27,24,18,28,29,28,26,26,12,28,25.763440860215052,28,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Draymond Green,F,GSW,CHI,14.5,Points,pts,Demon,203110,10459046,10459046,54811,134938,2026-03-10T22:00:00.000-04:00,,,9.5,3,https://static.prizepicks.com/images/players/NBA/Draymond_Green_NBA_player_1z7sEvTBX9wTfMTBZKi9b0L.webp,,,,,OK,120.6,92.9,44.5,37.3,14.0,22.9,12.6,55.60000000000001,30.5,61.0,27,24,18,28,29,28,26,26,12,28,25.763440860215052,28,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Gui Santos,F,GSW,CHI,14.5,Points,pts,Goblin,1630611,10459060,10459060,191823,134938,2026-03-10T22:00:00.000-04:00,,,15.5,1,https://static.prizepicks.com/images/players/NBA/Gui_Santos_NBA_player_HA8Q21tgmTmAYPOMGFWKbNa8.webp,,,,,OK,120.6,92.9,44.5,37.3,14.0,22.9,12.6,55.60000000000001,30.5,61.0,27,24,18,28,29,28,26,26,12,28,25.763440860215052,28,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Kristaps Porziņģis,F-C,GSW,CHI,14.5,Points,pts,Demon,204001,10459077,10459077,300935,134938,2026-03-10T22:00:00.000-04:00,,,12.5,1,https://static.prizepicks.com/images/manual/Kristaps_PorziņģisGSW.png,,,,,OK,120.6,92.9,44.5,37.3,14.0,22.9,12.6,55.60000000000001,30.5,61.0,27,24,18,28,29,28,26,26,12,28,25.763440860215052,28,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Josh Giddey,G,CHI,GSW,14.5,Rebs+Asts,ra,Goblin,1630581,10459261,10459261,216747,134938,2026-03-10T22:00:00.000-04:00,,,16.5,2,https://static.prizepicks.com/images/players/NBA/Josh_Giddey_NBA_player_Eo2a2f7DY9A2ZP7U05U3zq8h.webp,,,,,OK,113.7,88.5,41.7,35.6,12.5,22.2,16.1,52.9,29.200000000000003,58.400000000000006,10,7,7,13,13,17,20,20,5,4,11.827956989247312,10,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Draymond Green,F,GSW,CHI,14.5,Pts+Asts,pa,Goblin,203110,10459350,10459350,54811,134938,2026-03-10T22:00:00.000-04:00,,,16.5,1,https://static.prizepicks.com/images/players/NBA/Draymond_Green_NBA_player_1z7sEvTBX9wTfMTBZKi9b0L.webp,,,,,OK,120.6,92.9,44.5,37.3,14.0,22.9,12.6,55.60000000000001,30.5,61.0,27,24,18,28,29,28,26,26,12,28,25.763440860215052,28,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Draymond Green,F,GSW,CHI,14.5,Pts+Rebs,pr,Goblin,203110,10459354,10459354,54811,134938,2026-03-10T22:00:00.000-04:00,,,15.5,1,https://static.prizepicks.com/images/players/NBA/Draymond_Green_NBA_player_1z7sEvTBX9wTfMTBZKi9b0L.webp,,,,,OK,120.6,92.9,44.5,37.3,14.0,22.9,12.6,55.60000000000001,30.5,61.0,27,24,18,28,29,28,26,26,12,28,25.763440860215052,28,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Isaac Okoro,F-G,CHI,GSW,14.5,Pts+Rebs,pr,Demon,1630171,10459358,10459358,272049,134938,2026-03-10T22:00:00.000-04:00,,,12.5,1,https://static.prizepicks.com/images/players/NBA/Isaac_Okoro_NBA_player_mrucs4tBL5qYvRDMjqVl4YYY.webp,,,,,OK,113.7,88.5,41.7,35.6,12.5,22.2,16.1,52.9,29.200000000000003,58.400000000000006,10,7,7,13,13,17,20,20,5,4,11.827956989247312,10,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Tre Jones,G,CHI,GSW,14.5,Pts+Asts,pa,Goblin,1630200,10459364,10459364,227986,134938,2026-03-10T22:00:00.000-04:00,,,18.5,1,https://static.prizepicks.com/images/players/NBA/Tre_Jones_NBA_player_MKctZe7p9MBZTGzAv3GBDkxs.webp,,,,,OK,113.7,88.5,41.7,35.6,12.5,22.2,16.1,52.9,29.200000000000003,58.400000000000006,10,7,7,13,13,17,20,20,5,4,11.827956989247312,10,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Al Horford,C-F,GSW,CHI,14.5,Pts+Rebs+Asts,pra,Goblin,201143,10459453,10459453,269529,134938,2026-03-10T22:00:00.000-04:00,,,19.5,3,https://static.prizepicks.com/images/manual/Al Horford.png,,,,,OK,120.6,92.9,44.5,37.3,14.0,22.9,12.6,55.60000000000001,30.5,61.0,27,24,18,28,29,28,26,26,12,28,25.763440860215052,28,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Gui Santos,F,GSW,CHI,14.5,Rebs+Asts,ra,Demon,1630611,10459471,10459471,191823,134938,2026-03-10T22:00:00.000-04:00,,,11.0,2,https://static.prizepicks.com/images/players/NBA/Gui_Santos_NBA_player_HA8Q21tgmTmAYPOMGFWKbNa8.webp,,,,,OK,120.6,92.9,44.5,37.3,14.0,22.9,12.6,55.60000000000001,30.5,61.0,27,24,18,28,29,28,26,26,12,28,25.763440860215052,28,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Tre Jones,G,CHI,GSW,14.5,Rebs+Asts,ra,Demon,1630200,10459599,10459599,227986,134938,2026-03-10T22:00:00.000-04:00,,,7.5,3,https://static.prizepicks.com/images/players/NBA/Tre_Jones_NBA_player_MKctZe7p9MBZTGzAv3GBDkxs.webp,,,,,OK,113.7,88.5,41.7,35.6,12.5,22.2,16.1,52.9,29.200000000000003,58.400000000000006,10,7,7,13,13,17,20,20,5,4,11.827956989247312,10,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Gui Santos,F,GSW,CHI,14.5,Pts+Asts,pa,Goblin,1630611,10460013,10460013,191823,134938,2026-03-10T22:00:00.000-04:00,,,19.5,2,https://static.prizepicks.com/images/players/NBA/Gui_Santos_NBA_player_HA8Q21tgmTmAYPOMGFWKbNa8.webp,,,,,OK,120.6,92.9,44.5,37.3,14.0,22.9,12.6,55.60000000000001,30.5,61.0,27,24,18,28,29,28,26,26,12,28,25.763440860215052,28,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Matas Buzelis,F,CHI,GSW,14.5,Pts+Asts,pa,Goblin,1641824,10460057,10460057,221319,134938,2026-03-10T22:00:00.000-04:00,,,20.5,2,https://static.prizepicks.com/images/players/NBA/Matas_Buzelis_NBA_player_XvNO17DQRNhYtRc2NCRX2D0O.webp,,,,,OK,113.7,88.5,41.7,35.6,12.5,22.2,16.1,52.9,29.200000000000003,58.400000000000006,10,7,7,13,13,17,20,20,5,4,11.827956989247312,10,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Al Horford,C-F,GSW,CHI,14.5,Pts+Rebs,pr,Goblin,201143,10460074,10460074,269529,134938,2026-03-10T22:00:00.000-04:00,,,17.5,2,https://static.prizepicks.com/images/manual/Al Horford.png,,,,,OK,120.6,92.9,44.5,37.3,14.0,22.9,12.6,55.60000000000001,30.5,61.0,27,24,18,28,29,28,26,26,12,28,25.763440860215052,28,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Isaac Okoro,F-G,CHI,GSW,14.5,Pts+Rebs+Asts,pra,Standard,1630171,10460207,10460207,272049,134938,2026-03-10T22:00:00.000-04:00,,,14.5,0,https://static.prizepicks.com/images/players/NBA/Isaac_Okoro_NBA_player_mrucs4tBL5qYvRDMjqVl4YYY.webp,,,,,OK,113.7,88.5,41.7,35.6,12.5,22.2,16.1,52.9,29.200000000000003,58.400000000000006,10,7,7,13,13,17,20,20,5,4,11.827956989247312,10,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Jalen Smith,F-C,CHI,GSW,14.5,Pts+Rebs+Asts,pra,Goblin,1630188,10460239,10460239,217498,134938,2026-03-10T22:00:00.000-04:00,,,16.5,1,https://static.prizepicks.com/images/players/NBA/Jalen_Smith_NBA_player_liqSG2CR4TYkKwxfxO3uVIBh.webp,,,,,OK,113.7,88.5,41.7,35.6,12.5,22.2,16.1,52.9,29.200000000000003,58.400000000000006,10,7,7,13,13,17,20,20,5,4,11.827956989247312,10,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Josh Giddey,G,CHI,GSW,14.5,FG Attempted,fga,Standard,1630581,10460258,10460258,216747,134938,2026-03-10T22:00:00.000-04:00,,,14.5,0,https://static.prizepicks.com/images/players/NBA/Josh_Giddey_NBA_player_Eo2a2f7DY9A2ZP7U05U3zq8h.webp,,,,,OK,113.7,88.5,41.7,35.6,12.5,22.2,16.1,52.9,29.200000000000003,58.400000000000006,10,7,7,13,13,17,20,20,5,4,11.827956989247312,10,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Matas Buzelis,F,CHI,GSW,14.5,FG Attempted,fga,Standard,1641824,10460276,10460276,221319,134938,2026-03-10T22:00:00.000-04:00,,,14.5,0,https://static.prizepicks.com/images/players/NBA/Matas_Buzelis_NBA_player_XvNO17DQRNhYtRc2NCRX2D0O.webp,,,,,OK,113.7,88.5,41.7,35.6,12.5,22.2,16.1,52.9,29.200000000000003,58.400000000000006,10,7,7,13,13,17,20,20,5,4,11.827956989247312,10,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Kristaps Porziņģis,F-C,GSW,CHI,14.5,Pts+Rebs,pr,Goblin,204001,10460349,10460349,300935,134938,2026-03-10T22:00:00.000-04:00,,,16.5,2,https://static.prizepicks.com/images/manual/Kristaps_PorziņģisGSW.png,,,,,OK,120.6,92.9,44.5,37.3,14.0,22.9,12.6,55.60000000000001,30.5,61.0,27,24,18,28,29,28,26,26,12,28,25.763440860215052,28,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Al Horford,C-F,GSW,CHI,14.5,Rebs+Asts,ra,Demon,201143,10460379,10460379,269529,134938,2026-03-10T22:00:00.000-04:00,,,9.0,2,https://static.prizepicks.com/images/manual/Al Horford.png,,,,,OK,120.6,92.9,44.5,37.3,14.0,22.9,12.6,55.60000000000001,30.5,61.0,27,24,18,28,29,28,26,26,12,28,25.763440860215052,28,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Brandin Podziemski,G,GSW,CHI,14.5,Rebs+Asts,ra,Demon,1641764,10460383,10460383,173745,134938,2026-03-10T22:00:00.000-04:00,,,11.5,2,https://static.prizepicks.com/images/players/NBA/Brandin_Podziemski_NBA_player_xulwA1dAXTbxo9PLVFXHRYB6.webp,,,,,OK,120.6,92.9,44.5,37.3,14.0,22.9,12.6,55.60000000000001,30.5,61.0,27,24,18,28,29,28,26,26,12,28,25.763440860215052,28,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Collin Sexton,G,CHI,GSW,14.5,Points,pts,Goblin,1629012,10460394,10460394,299406,134938,2026-03-10T22:00:00.000-04:00,,,17.5,2,https://static.prizepicks.com/images/manual/Collin_Sexton.png,,,,,OK,113.7,88.5,41.7,35.6,12.5,22.2,16.1,52.9,29.200000000000003,58.400000000000006,10,7,7,13,13,17,20,20,5,4,11.827956989247312,10,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
De'Anthony Melton,G,GSW,CHI,14.5,Pts+Asts,pa,Goblin,1629001,10460402,10460402,217540,134938,2026-03-10T22:00:00.000-04:00,,,20.5,2,https://static.prizepicks.com/images/players/NBA/De'Anthony_Melton_NBA_player_RnS4xc5JnaUejenuOXgRZ2yC.webp,,,,,OK,120.6,92.9,44.5,37.3,14.0,22.9,12.6,55.60000000000001,30.5,61.0,27,24,18,28,29,28,26,26,12,28,25.763440860215052,28,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Draymond Green,F,GSW,CHI,14.5,Rebs+Asts,ra,Demon,203110,10460411,10460411,54811,134938,2026-03-10T22:00:00.000-04:00,,,12.0,1,https://static.prizepicks.com/images/players/NBA/Draymond_Green_NBA_player_1z7sEvTBX9wTfMTBZKi9b0L.webp,,,,,OK,120.6,92.9,44.5,37.3,14.0,22.9,12.6,55.60000000000001,30.5,61.0,27,24,18,28,29,28,26,26,12,28,25.763440860215052,28,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Kristaps Porziņģis,F-C,GSW,CHI,14.5,Pts+Rebs+Asts,pra,Goblin,204001,10460424,10460424,300935,134938,2026-03-10T22:00:00.000-04:00,,,20.5,3,https://static.prizepicks.com/images/manual/Kristaps_PorziņģisGSW.png,,,,,OK,120.6,92.9,44.5,37.3,14.0,22.9,12.6,55.60000000000001,30.5,61.0,27,24,18,28,29,28,26,26,12,28,25.763440860215052,28,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
De'Anthony Melton,G,GSW,CHI,14.5,FG Attempted,fga,Standard,1629001,10460595,10460595,217540,134938,2026-03-10T22:00:00.000-04:00,,,14.5,0,https://static.prizepicks.com/images/players/NBA/De'Anthony_Melton_NBA_player_RnS4xc5JnaUejenuOXgRZ2yC.webp,,,,,OK,120.6,92.9,44.5,37.3,14.0,22.9,12.6,55.60000000000001,30.5,61.0,27,24,18,28,29,28,26,26,12,28,25.763440860215052,28,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
